Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
63,Male,High School,Single,101298.0,687.0,47128.0,Personal,Employed,5,Poor,0.4789,155006.0,3.0,Perkinsland,VA,Chile,0.0,0,High
30,Non-binary,Master's,Divorced,62967.0,707.0,47920.0,Auto,Unemployed,18,Good,0.2711,177269.0,4.0,East Matthewfort,NH,Honduras,0.0,1,Low
36,Non-binary,PhD,Divorced,113316.0,655.0,5215.0,Business,Self-employed,7,Fair,0.5341,297156.0,2.0,North Autumnville,WV,Martinique,0.0,0,Medium
31,Non-binary,Master's,Married,51174.0,767.0,19429.0,Business,Employed,18,Excellent,0.5506,63753.0,4.0,Richhaven,MH,Guinea,1.0,2,Low
21,Female,High School,Married,87388.0,734.0,21872.0,Personal,Employed,15,Fair,0.1324,124230.0,2.0,Joneschester,GA,Costa Rica,1.0,2,Low
53,Non-binary,Bachelor's,Single,87114.0,646.0,15547.0,Home,Self-employed,7,Good,0.2097,153909.0,0.0,Lake Michaelbury,MP,South Africa,2.0,0,Low
60,Female,Master's,Widowed,61353.0,611.0,48460.0,Home,Unemployed,15,Good,0.2939,122903.0,4.0,Williamsview,VI,Denmark,3.0,2,Low
59,Non-binary,PhD,Single,92681.0,712.0,12739.0,Auto,Self-employed,12,Good,0.5006,129244.0,3.0,West Melissamouth,CO,Jersey,4.0,1,High
36,Non-binary,Bachelor's,Widowed,52726.0,678.0,17756.0,Home,Self-employed,15,Good,0.175,175090.0,3.0,South Kennethtown,AK,Argentina,3.0,2,Medium
24,Non-binary,High School,Widowed,50312.0,736.0,40207.0,Home,Self-employed,5,Excellent,0.184,39190.0,1.0,Port Randy,OR,Samoa,2.0,0,Low
18,Female,PhD,Widowed,75871.0,686.0,21257.0,Business,Unemployed,3,Fair,0.4617,104447.0,3.0,Leehaven,MH,Azerbaijan,2.0,0,Medium
28,Non-binary,High School,Married,69665.0,739.0,21190.0,Home,Unemployed,5,Excellent,0.5946,24963.0,2.0,Cindyburgh,HI,Honduras,4.0,1,Low
39,Male,PhD,Widowed,91250.0,709.0,9937.0,Business,Unemployed,4,Poor,0.3022,68879.0,3.0,Reneeburgh,PW,Denmark,0.0,0,Low
64,Non-binary,Bachelor's,Married,86189.0,765.0,40107.0,Auto,Employed,15,Fair,0.4848,281216.0,3.0,Chentown,LA,Tunisia,4.0,1,Low
46,Female,Bachelor's,Divorced,112556.0,792.0,8390.0,Auto,Self-employed,6,Fair,0.4625,260036.0,2.0,Chapmanside,VT,Haiti,4.0,2,Medium
43,Male,High School,Single,54136.0,771.0,36757.0,Personal,Unemployed,15,Poor,0.4417,247651.0,3.0,South Thomas,MA,Trinidad and Tobago,0.0,1,Low
56,Non-binary,Bachelor's,Widowed,23201.0,639.0,25616.0,Auto,Employed,17,Good,0.2741,109879.0,4.0,Lake Yvonne,LA,Andorra,3.0,1,Low
63,Female,Master's,Divorced,85326.0,713.0,11520.0,Home,Employed,11,Poor,0.4442,273674.0,3.0,Annetteville,FL,Algeria,1.0,2,High
47,Non-binary,Bachelor's,Married,104217.0,742.0,23919.0,Auto,Employed,19,Good,0.4475,132413.0,2.0,South John,TX,Lebanon,3.0,0,Low
56,Male,High School,Widowed,46898.0,742.0,6688.0,Auto,Employed,15,Poor,0.3195,257843.0,1.0,Williamstown,NY,Belize,1.0,1,Low
48,Male,High School,Widowed,43268.0,798.0,26617.0,Auto,Employed,15,Good,0.4646,191919.0,2.0,Briggsmouth,SC,Korea,3.0,0,High
25,Male,PhD,Married,52806.0,737.0,41069.0,Personal,Self-employed,18,Fair,0.3855,33365.0,4.0,Woodsborough,MN,Tuvalu,1.0,0,Low
20,Non-binary,High School,Widowed,78188.0,746.0,29479.0,Auto,Self-employed,11,Fair,0.3951,273033.0,1.0,Aliciahaven,MT,United Arab Emirates,2.0,1,Low
68,Male,Master's,Married,66529.0,659.0,37023.0,Business,Unemployed,11,Excellent,0.4632,240320.0,0.0,Matthewchester,FL,Azerbaijan,1.0,1,Low
47,Non-binary,PhD,Divorced,104619.0,663.0,23798.0,Auto,Unemployed,16,Good,0.2841,232903.0,1.0,Allenfort,FM,Ethiopia,2.0,2,Low
45,Female,PhD,Widowed,52556.0,619.0,20421.0,Business,Unemployed,15,Good,0.2268,295553.0,4.0,East Nathan,MS,Somalia,3.0,0,Low
26,Female,Master's,Single,86345.0,737.0,32436.0,Auto,Self-employed,11,Excellent,0.3147,234889.0,0.0,Juliaberg,NC,Romania,3.0,1,High
40,Non-binary,PhD,Divorced,63188.0,676.0,32493.0,Auto,Self-employed,9,Good,0.4409,62519.0,3.0,Mullenview,NH,Greece,4.0,0,Low
30,Male,Bachelor's,Married,23646.0,668.0,26427.0,Home,Self-employed,6,Excellent,0.5968,118526.0,2.0,West Raymondchester,OR,Ecuador,4.0,1,Low
56,Female,PhD,Married,73233.0,727.0,11863.0,Business,Employed,17,Good,0.3372,70138.0,0.0,Lake Maria,MA,Saint Kitts and Nevis,3.0,1,Low
40,Male,Master's,Widowed,112700.0,682.0,20811.0,Business,Self-employed,5,Excellent,0.2714,65671.0,2.0,Lake Denise,WV,Dominican Republic,4.0,0,High
21,Non-binary,Master's,Divorced,71087.0,717.0,34911.0,Personal,Unemployed,0,Fair,0.124,263621.0,1.0,Lake William,IL,Slovakia (Slovak Republic),2.0,0,Low
50,Female,High School,Single,37341.0,716.0,48808.0,Business,Employed,7,Excellent,0.5287,88340.0,3.0,South Michaelberg,WI,Romania,3.0,2,Low
61,Male,High School,Married,33146.0,763.0,31914.0,Auto,Unemployed,11,Poor,0.1491,102598.0,4.0,Davidfort,ID,Netherlands,4.0,0,Medium
39,Female,Bachelor's,Married,53541.0,749.0,19931.0,Business,Self-employed,9,Good,0.5915,257415.0,4.0,South David,NH,Guernsey,3.0,0,Low
41,Female,Master's,Single,113993.0,649.0,21476.0,Home,Self-employed,1,Poor,0.5618,112497.0,1.0,New Tyler,IL,Comoros,4.0,2,Low
48,Male,Master's,Divorced,20824.0,751.0,48966.0,Home,Self-employed,2,Good,0.4167,237789.0,1.0,Port Kevin,MD,Venezuela,3.0,2,Low
27,Non-binary,Bachelor's,Single,101738.0,767.0,34941.0,Auto,Employed,5,Good,0.1336,231020.0,1.0,East Margaretside,WA,Gambia,4.0,2,Low
40,Male,High School,Widowed,101617.0,724.0,11625.0,Auto,Unemployed,5,Excellent,0.1751,148086.0,2.0,Amberstad,FM,Italy,4.0,2,Low
27,Non-binary,Bachelor's,Widowed,118415.0,771.0,27815.0,Auto,Self-employed,13,Excellent,0.1862,72207.0,1.0,Michaeltown,VI,Sao Tome and Principe,4.0,2,Medium
66,Male,PhD,Divorced,106483.0,677.0,14127.0,Home,Employed,2,Good,0.1001,209420.0,2.0,Littlemouth,OR,Russian Federation,1.0,1,Medium
26,Male,Master's,Divorced,48080.0,667.0,10208.0,Home,Employed,2,Excellent,0.4137,206064.0,1.0,South Theresa,CA,Saint Kitts and Nevis,1.0,0,Medium
19,Non-binary,PhD,Divorced,114080.0,626.0,18807.0,Auto,Employed,19,Poor,0.2063,236533.0,1.0,New Alex,RI,Congo,3.0,0,Medium
28,Male,PhD,Widowed,50280.0,727.0,34925.0,Home,Self-employed,4,Fair,0.3954,28148.0,2.0,Hillhaven,AZ,Turkmenistan,0.0,0,Low
18,Non-binary,PhD,Married,91531.0,743.0,21998.0,Business,Self-employed,14,Excellent,0.4748,125177.0,4.0,Murphychester,MA,Canada,2.0,0,Low
28,Male,High School,Married,29684.0,662.0,35015.0,Auto,Employed,2,Good,0.3121,136144.0,4.0,Kimberlymouth,LA,Belize,2.0,1,Low
44,Female,PhD,Widowed,53521.0,668.0,45031.0,Home,Self-employed,3,Poor,0.4424,233289.0,0.0,Stevenmouth,MI,Bahamas,1.0,0,High
24,Non-binary,PhD,Married,75008.0,711.0,26250.0,Home,Self-employed,0,Fair,0.207,41526.0,0.0,North Cassidy,WY,Mongolia,4.0,1,Low
31,Non-binary,Master's,Divorced,110574.0,751.0,46845.0,Auto,Self-employed,12,Excellent,0.5768,187191.0,1.0,Kristieside,TX,Chad,1.0,2,Low
44,Non-binary,Bachelor's,Divorced,92663.0,683.0,18074.0,Home,Employed,5,Excellent,0.5039,32276.0,0.0,East Kellyburgh,PR,Brazil,1.0,1,Low
52,Non-binary,PhD,Married,33764.0,768.0,23769.0,Business,Employed,7,Fair,0.1059,249408.0,1.0,Butlerfort,FL,Faroe Islands,1.0,1,High
54,Male,Bachelor's,Married,117972.0,685.0,16528.0,Home,Self-employed,4,Fair,0.5364,259331.0,1.0,Barryborough,ME,Japan,0.0,2,Medium
61,Non-binary,High School,Widowed,43958.0,710.0,26355.0,Personal,Unemployed,7,Good,0.1746,235682.0,2.0,Steveton,NJ,Japan,4.0,0,Low
64,Female,PhD,Divorced,48906.0,627.0,7733.0,Home,Employed,15,Fair,0.3656,73698.0,3.0,Castillohaven,MH,Timor-Leste,2.0,0,Low
29,Non-binary,PhD,Widowed,81049.0,771.0,25387.0,Business,Unemployed,10,Good,0.2823,201283.0,3.0,Kimberlyton,WI,Tonga,4.0,1,Medium
42,Female,High School,Single,96661.0,680.0,22018.0,Auto,Self-employed,15,Good,0.3454,85541.0,0.0,West Angela,DE,Turkmenistan,0.0,1,Medium
28,Non-binary,PhD,Single,103220.0,658.0,31798.0,Home,Employed,16,Poor,0.1952,232285.0,1.0,Lake Jon,AS,Palestinian Territory,0.0,1,Low
21,Female,High School,Single,48090.0,721.0,27065.0,Personal,Unemployed,11,Poor,0.3974,211296.0,2.0,South Kathrynview,FL,Equatorial Guinea,0.0,0,High
36,Female,Master's,Married,45041.0,744.0,32764.0,Home,Self-employed,19,Fair,0.351,284502.0,0.0,Lake David,MT,Georgia,1.0,1,Low
53,Male,High School,Single,40703.0,779.0,7816.0,Business,Self-employed,11,Excellent,0.4131,75004.0,2.0,Kristinstad,GA,Jamaica,2.0,1,Low
42,Non-binary,PhD,Widowed,111875.0,636.0,40531.0,Personal,Self-employed,16,Good,0.2186,257561.0,2.0,South Timothy,MT,Barbados,4.0,0,Medium
60,Non-binary,PhD,Divorced,44507.0,769.0,45198.0,Home,Employed,8,Poor,0.135,186454.0,0.0,Stephensside,MT,United States of America,3.0,0,Low
42,Female,Master's,Single,46571.0,794.0,7325.0,Personal,Unemployed,3,Good,0.5825,283096.0,3.0,Carsonside,PR,Macao,4.0,1,Low
33,Female,Bachelor's,Married,37868.0,718.0,17251.0,Personal,Unemployed,9,Fair,0.3508,132941.0,4.0,Cookmouth,CA,Vanuatu,2.0,0,Low
51,Female,PhD,Married,91857.0,783.0,48866.0,Auto,Unemployed,5,Fair,0.317,179908.0,0.0,Gainesburgh,VA,New Caledonia,1.0,2,Low
64,Male,Bachelor's,Married,75134.0,772.0,49438.0,Auto,Unemployed,4,Fair,0.4323,77748.0,2.0,Port Michaelmouth,MN,Saint Vincent and the Grenadines,2.0,2,Medium
32,Female,PhD,Married,53064.0,774.0,10557.0,Business,Unemployed,3,Fair,0.4424,111649.0,3.0,Stevenbury,VT,Puerto Rico,2.0,0,Low
38,Non-binary,High School,Widowed,105982.0,756.0,19774.0,Personal,Self-employed,5,Fair,0.1297,82648.0,2.0,South Jennifer,MI,Bahrain,4.0,2,Low
43,Male,Master's,Widowed,25493.0,765.0,49219.0,Personal,Self-employed,8,Poor,0.3859,23098.0,1.0,Lake Johnchester,MS,Malaysia,2.0,1,Medium
28,Female,Master's,Widowed,20974.0,797.0,21760.0,Personal,Employed,1,Excellent,0.1471,283282.0,4.0,Kylehaven,AL,Puerto Rico,1.0,0,Medium
30,Non-binary,Master's,Married,46866.0,790.0,15506.0,Home,Self-employed,9,Fair,0.3419,121064.0,2.0,Scottview,WA,Azerbaijan,3.0,0,Medium
51,Female,Bachelor's,Divorced,93511.0,610.0,42268.0,Auto,Unemployed,1,Good,0.5529,98829.0,2.0,South Michael,MS,British Virgin Islands,4.0,1,Low
25,Female,Bachelor's,Divorced,96688.0,690.0,43396.0,Personal,Self-employed,16,Fair,0.452,272496.0,3.0,Larrychester,NV,Hungary,1.0,0,Low
53,Non-binary,PhD,Divorced,86723.0,799.0,37860.0,Home,Unemployed,14,Excellent,0.4946,31312.0,0.0,Raymondmouth,AL,Senegal,2.0,2,Low
42,Non-binary,Bachelor's,Single,44536.0,624.0,40600.0,Auto,Employed,6,Fair,0.1383,213482.0,0.0,Popeland,ND,Fiji,4.0,2,Medium
37,Non-binary,High School,Divorced,21799.0,608.0,31722.0,Business,Unemployed,4,Good,0.242,265175.0,2.0,North Nicole,CA,Indonesia,3.0,2,Low
29,Female,Master's,Widowed,21431.0,705.0,36311.0,Personal,Employed,0,Good,0.114,213998.0,0.0,Wilsonland,IA,Argentina,0.0,0,Medium
58,Female,PhD,Single,21611.0,697.0,34161.0,Business,Unemployed,0,Good,0.3677,101806.0,1.0,Aprilmouth,SD,British Virgin Islands,2.0,0,Medium
38,Non-binary,Master's,Widowed,110875.0,724.0,15581.0,Home,Unemployed,15,Fair,0.3928,65138.0,0.0,North James,TN,Iran,4.0,0,Low
19,Male,High School,Single,27532.0,601.0,39575.0,Business,Self-employed,8,Excellent,0.1611,84120.0,1.0,Allenhaven,OR,Holy See (Vatican City State),0.0,1,Low
19,Non-binary,Bachelor's,Married,81743.0,775.0,46030.0,Business,Employed,10,Poor,0.5274,58352.0,1.0,North Robertborough,MI,Kiribati,4.0,1,Low
58,Non-binary,PhD,Single,67143.0,681.0,12350.0,Personal,Employed,15,Good,0.5237,228086.0,3.0,Lake Angelaland,ND,Ethiopia,1.0,2,High
21,Non-binary,PhD,Married,106173.0,677.0,22982.0,Personal,Employed,13,Excellent,0.5405,203421.0,4.0,Bryanberg,NY,Samoa,2.0,1,Low
47,Non-binary,Master's,Divorced,43022.0,681.0,31618.0,Auto,Self-employed,15,Excellent,0.3329,286564.0,1.0,East April,NE,Sao Tome and Principe,4.0,0,Medium
53,Female,PhD,Married,51566.0,696.0,18771.0,Personal,Self-employed,18,Excellent,0.1461,25158.0,0.0,Nelsonville,ME,Brazil,3.0,1,Low
45,Female,Master's,Married,108672.0,738.0,44604.0,Auto,Unemployed,12,Good,0.5267,248565.0,3.0,Karenmouth,AZ,United States Minor Outlying Islands,4.0,0,Medium
30,Non-binary,PhD,Widowed,81314.0,796.0,35221.0,Home,Self-employed,3,Fair,0.5794,237047.0,4.0,Port Whitneytown,NC,Morocco,3.0,0,Low
25,Male,High School,Divorced,54833.0,700.0,45428.0,Home,Employed,3,Poor,0.5595,179008.0,2.0,West Stacieberg,WA,Svalbard & Jan Mayen Islands,0.0,0,Medium
20,Male,Master's,Divorced,23051.0,696.0,20106.0,Personal,Self-employed,14,Fair,0.2964,228904.0,3.0,New Joannehaven,WY,Sao Tome and Principe,3.0,1,High
18,Female,Master's,Single,95525.0,745.0,29598.0,Home,Employed,5,Poor,0.3724,96711.0,0.0,Jennifermouth,WV,India,1.0,2,Medium
65,Female,Bachelor's,Single,77541.0,610.0,24021.0,Home,Employed,19,Fair,0.3355,155547.0,3.0,Michelleton,AZ,Belarus,4.0,2,Medium
67,Non-binary,Master's,Divorced,90270.0,724.0,49617.0,Personal,Self-employed,12,Fair,0.169,277690.0,2.0,Port Mark,NH,Papua New Guinea,1.0,2,Medium
29,Male,PhD,Divorced,92402.0,720.0,11693.0,Home,Unemployed,19,Excellent,0.3152,70795.0,4.0,Stephanieton,VT,Liechtenstein,0.0,2,Low
20,Female,High School,Widowed,36685.0,626.0,49554.0,Home,Unemployed,7,Poor,0.2278,72711.0,1.0,Port Michelleberg,MN,Poland,2.0,0,Medium
50,Female,Master's,Divorced,75812.0,661.0,27537.0,Home,Self-employed,1,Fair,0.2812,150056.0,1.0,Villaside,NH,Japan,1.0,0,Low
27,Non-binary,PhD,Married,23223.0,759.0,40509.0,Personal,Employed,16,Excellent,0.185,23555.0,1.0,South Miguel,NC,Lao People's Democratic Republic,2.0,0,Medium
57,Male,High School,Single,80482.0,603.0,28792.0,Personal,Unemployed,8,Excellent,0.5383,216045.0,2.0,Rodriguezfurt,TX,Turkey,4.0,1,Low
25,Female,PhD,Married,64400.0,784.0,44104.0,Personal,Unemployed,10,Good,0.3999,161553.0,1.0,Elizabethland,MS,Niger,3.0,2,Low
21,Male,Master's,Single,94305.0,679.0,27019.0,Home,Unemployed,13,Good,0.2476,196829.0,1.0,Brittneyshire,PR,Bouvet Island (Bouvetoya),0.0,2,High
43,Non-binary,Master's,Single,48756.0,660.0,28084.0,Business,Employed,16,Fair,0.2057,103651.0,4.0,Lake Michael,NH,Indonesia,2.0,1,Low
54,Female,Bachelor's,Widowed,50365.0,710.0,23711.0,Auto,Unemployed,4,Poor,0.2578,190636.0,0.0,Johnberg,OK,United States Virgin Islands,0.0,1,Medium
58,Female,Master's,Single,66619.0,758.0,17029.0,Business,Self-employed,0,Excellent,0.5706,243556.0,4.0,Port Nicholas,WV,Luxembourg,4.0,1,Low
61,Female,Bachelor's,Married,68848.0,605.0,43168.0,Home,Employed,2,Fair,0.5365,107988.0,2.0,Morristown,MA,Seychelles,1.0,2,High
69,Female,Master's,Single,96407.0,634.0,47626.0,Personal,Employed,11,Fair,0.2825,230957.0,3.0,Angelaburgh,RI,Taiwan,3.0,1,Medium
51,Non-binary,Master's,Married,88748.0,729.0,30660.0,Personal,Self-employed,3,Good,0.5142,272319.0,1.0,Matthewberg,NC,Guinea-Bissau,4.0,2,Low
44,Female,PhD,Married,117356.0,609.0,8281.0,Auto,Self-employed,7,Fair,0.3879,166213.0,4.0,East Thomashaven,OH,Cape Verde,1.0,0,Low
43,Non-binary,PhD,Married,28709.0,718.0,22568.0,Personal,Employed,11,Poor,0.3887,215894.0,3.0,Lake Taylorland,GA,Cyprus,3.0,2,Low
53,Male,Bachelor's,Widowed,117958.0,674.0,17451.0,Personal,Self-employed,2,Fair,0.1417,126028.0,3.0,South Jasonborough,KY,Micronesia,3.0,1,Low
20,Female,PhD,Married,67922.0,754.0,44730.0,Auto,Employed,2,Good,0.4566,253811.0,3.0,South Brandon,UT,Equatorial Guinea,4.0,0,Low
56,Male,Bachelor's,Married,83059.0,756.0,42332.0,Home,Employed,16,Fair,0.2078,153365.0,0.0,South Joseph,IA,Bosnia and Herzegovina,1.0,1,Low
65,Non-binary,Master's,Single,85322.0,730.0,48402.0,Home,Employed,17,Excellent,0.2412,87389.0,1.0,New Emily,NY,Burkina Faso,2.0,0,Medium
18,Non-binary,High School,Single,44630.0,676.0,32882.0,Business,Self-employed,9,Fair,0.5112,74457.0,3.0,Port Brian,SD,United States Virgin Islands,1.0,2,Medium
43,Male,Bachelor's,Married,20029.0,717.0,23659.0,Business,Unemployed,13,Poor,0.2878,292405.0,4.0,North Charlesburgh,NY,Botswana,2.0,0,Medium
62,Male,High School,Widowed,29039.0,730.0,25326.0,Auto,Self-employed,7,Poor,0.2203,256933.0,1.0,Port Ryanport,MO,Equatorial Guinea,0.0,0,Low
65,Non-binary,PhD,Divorced,21927.0,726.0,17859.0,Auto,Employed,19,Excellent,0.2057,132723.0,0.0,New Megan,NJ,Netherlands Antilles,1.0,0,Medium
38,Non-binary,PhD,Widowed,38883.0,757.0,23725.0,Home,Employed,15,Excellent,0.1013,219793.0,4.0,Millerside,FL,Venezuela,2.0,2,Low
24,Female,Master's,Single,30555.0,674.0,16520.0,Business,Self-employed,5,Good,0.4323,209206.0,0.0,East Lee,WY,Belgium,1.0,0,Medium
32,Male,PhD,Married,67553.0,625.0,41178.0,Auto,Unemployed,2,Fair,0.2907,185996.0,1.0,Lake Brianmouth,TX,Libyan Arab Jamahiriya,4.0,2,Low
23,Male,PhD,Divorced,83862.0,773.0,28902.0,Auto,Employed,4,Good,0.2951,157925.0,0.0,Pattersontown,TX,Niger,0.0,2,Medium
18,Non-binary,Master's,Widowed,47955.0,628.0,24193.0,Personal,Employed,11,Excellent,0.3821,128895.0,4.0,Port Vickie,TN,Ecuador,4.0,0,Medium
25,Non-binary,Bachelor's,Married,46710.0,654.0,19583.0,Personal,Employed,11,Good,0.4631,160768.0,3.0,Kingport,MO,Philippines,1.0,0,High
45,Female,Bachelor's,Single,99267.0,646.0,16024.0,Personal,Self-employed,4,Good,0.3038,158440.0,0.0,North Tonya,WY,Reunion,2.0,1,Medium
26,Female,High School,Single,101006.0,616.0,7136.0,Personal,Self-employed,11,Good,0.3934,241380.0,1.0,South Jeffreyberg,MT,Eritrea,3.0,0,Medium
43,Female,High School,Divorced,99841.0,698.0,39501.0,Auto,Unemployed,18,Poor,0.55,175301.0,0.0,Lucasmouth,PR,Azerbaijan,1.0,1,Low
30,Male,Bachelor's,Widowed,71119.0,673.0,10850.0,Auto,Self-employed,13,Excellent,0.4902,147880.0,4.0,New David,KY,Heard Island and McDonald Islands,2.0,1,Low
32,Male,Bachelor's,Divorced,109424.0,603.0,10647.0,Personal,Employed,0,Fair,0.434,53003.0,0.0,Port Austin,MH,Cambodia,2.0,2,Medium
22,Male,Master's,Married,85827.0,704.0,23449.0,Personal,Self-employed,11,Good,0.2995,155758.0,0.0,East Matthew,CA,Congo,0.0,1,High
43,Male,PhD,Divorced,35231.0,608.0,15822.0,Personal,Self-employed,6,Poor,0.5923,240898.0,0.0,Ortegashire,MP,Hong Kong,0.0,1,Low
56,Female,High School,Widowed,63386.0,691.0,21403.0,Auto,Employed,18,Poor,0.2827,243749.0,3.0,North Christopher,SC,Western Sahara,0.0,2,Medium
31,Female,Bachelor's,Single,112201.0,642.0,11022.0,Auto,Unemployed,14,Good,0.3416,299348.0,4.0,Yorkfurt,CA,Bangladesh,4.0,2,Low
18,Non-binary,PhD,Divorced,108016.0,675.0,41460.0,Personal,Employed,4,Poor,0.3926,21655.0,3.0,North David,MO,Saint Barthelemy,0.0,2,Low
22,Female,PhD,Married,99139.0,608.0,27289.0,Business,Employed,15,Good,0.4044,258999.0,1.0,East Michaelstad,AK,Tokelau,0.0,0,Low
64,Female,Bachelor's,Widowed,108202.0,790.0,36213.0,Business,Self-employed,12,Poor,0.2521,271402.0,4.0,Port Brad,CO,Puerto Rico,4.0,1,Low
55,Female,Master's,Married,69986.0,621.0,40896.0,Auto,Unemployed,15,Excellent,0.2835,238702.0,4.0,Port Ashley,CT,Malaysia,2.0,0,Low
30,Non-binary,Bachelor's,Married,99180.0,657.0,33734.0,Personal,Self-employed,7,Fair,0.1855,138563.0,4.0,Michaelburgh,GA,Lebanon,0.0,2,Low
65,Female,PhD,Single,82325.0,615.0,44170.0,Business,Employed,4,Good,0.2219,178684.0,3.0,Johnfort,LA,Singapore,2.0,0,Low
54,Non-binary,PhD,Married,72158.0,620.0,16859.0,Home,Self-employed,4,Poor,0.449,227486.0,1.0,Shaneborough,GA,South Georgia and the South Sandwich Islands,2.0,0,Low
35,Male,Bachelor's,Divorced,77300.0,600.0,24411.0,Business,Self-employed,16,Good,0.3289,151091.0,1.0,Bensonville,NE,Ethiopia,4.0,1,Low
39,Male,PhD,Widowed,73270.0,663.0,49121.0,Home,Employed,11,Fair,0.4827,142814.0,3.0,Hensonland,MP,Bouvet Island (Bouvetoya),2.0,2,High
62,Non-binary,Master's,Married,103911.0,645.0,46612.0,Personal,Unemployed,11,Poor,0.5836,223298.0,0.0,Johnsonbury,UT,Seychelles,4.0,0,Low
55,Male,PhD,Married,116185.0,614.0,28778.0,Home,Employed,6,Fair,0.1436,269440.0,4.0,Port Richard,AZ,Burkina Faso,2.0,2,Medium
27,Female,Master's,Single,72703.0,626.0,18541.0,Home,Unemployed,18,Poor,0.2645,80191.0,2.0,Marshallville,MI,Antigua and Barbuda,2.0,1,Low
44,Non-binary,Master's,Widowed,108023.0,728.0,32933.0,Personal,Unemployed,0,Fair,0.3013,298863.0,0.0,Smithborough,SC,Switzerland,0.0,2,Medium
66,Male,Master's,Married,57695.0,789.0,18084.0,Personal,Employed,8,Excellent,0.5423,162216.0,1.0,Port Williamberg,PR,Congo,4.0,1,Low
68,Non-binary,Master's,Married,74211.0,604.0,12045.0,Auto,Self-employed,6,Fair,0.326,126845.0,1.0,Tonyamouth,WY,Israel,0.0,1,Medium
51,Non-binary,Bachelor's,Widowed,44821.0,734.0,21324.0,Home,Unemployed,15,Good,0.3796,30558.0,3.0,Robinsonton,MT,Turks and Caicos Islands,4.0,0,Medium
66,Non-binary,Master's,Single,76132.0,653.0,38411.0,Business,Unemployed,11,Poor,0.5346,60868.0,1.0,Kevintown,SD,Grenada,4.0,2,Low
19,Non-binary,Bachelor's,Widowed,29638.0,723.0,13897.0,Auto,Employed,18,Poor,0.2727,87579.0,3.0,North Michelle,KS,Armenia,4.0,1,Low
56,Female,High School,Single,31573.0,604.0,36726.0,Personal,Employed,9,Poor,0.3631,126785.0,4.0,Reynoldsside,VA,Samoa,4.0,1,High
57,Male,High School,Single,85121.0,662.0,41170.0,Auto,Unemployed,13,Excellent,0.5285,282303.0,3.0,Port Bryan,ME,Taiwan,0.0,0,Medium
43,Non-binary,High School,Single,27450.0,682.0,21621.0,Home,Employed,10,Poor,0.5872,253348.0,1.0,Johnsonfurt,VT,Guadeloupe,4.0,2,Low
39,Non-binary,High School,Divorced,115559.0,710.0,26229.0,Personal,Employed,6,Poor,0.2585,250155.0,2.0,South Karenberg,RI,Thailand,4.0,2,Low
35,Male,Master's,Single,29748.0,700.0,35089.0,Business,Unemployed,10,Fair,0.5429,198579.0,2.0,New Ashleyton,KY,United Arab Emirates,2.0,2,Low
44,Female,Master's,Widowed,53368.0,712.0,19923.0,Personal,Employed,0,Fair,0.4605,292074.0,2.0,North Charleschester,CO,Lebanon,3.0,1,Low
28,Male,Master's,Divorced,39050.0,636.0,5316.0,Home,Self-employed,18,Poor,0.4202,183824.0,3.0,North Deborah,LA,Cuba,3.0,0,Low
34,Female,Bachelor's,Widowed,60751.0,615.0,22186.0,Home,Employed,5,Fair,0.1943,134406.0,3.0,Michaelberg,MA,Malta,2.0,2,Low
62,Male,PhD,Divorced,61394.0,753.0,41949.0,Auto,Unemployed,15,Excellent,0.5953,123158.0,3.0,East Jason,HI,South Georgia and the South Sandwich Islands,3.0,2,Low
22,Female,High School,Divorced,117125.0,755.0,49088.0,Business,Self-employed,5,Excellent,0.5736,292327.0,1.0,Laurenberg,AR,Afghanistan,0.0,2,High
58,Non-binary,Master's,Single,56201.0,655.0,30465.0,Home,Employed,0,Good,0.2358,194493.0,4.0,Hernandezton,KY,Nicaragua,4.0,2,Medium
28,Non-binary,High School,Married,50267.0,736.0,47386.0,Business,Self-employed,5,Excellent,0.1299,164533.0,4.0,Heathfurt,IA,Cote d'Ivoire,2.0,1,Medium
69,Male,High School,Single,87957.0,609.0,6412.0,Personal,Self-employed,0,Fair,0.3483,158832.0,4.0,Tammybury,NE,New Caledonia,4.0,0,Low
25,Female,High School,Widowed,107211.0,757.0,13448.0,Business,Employed,3,Good,0.4933,146491.0,4.0,Loriberg,ME,Hungary,4.0,1,Low
66,Female,PhD,Divorced,66281.0,631.0,31098.0,Auto,Unemployed,12,Poor,0.3301,221213.0,2.0,Port Ashleystad,MT,Eritrea,0.0,2,Low
43,Male,Master's,Divorced,111861.0,704.0,11025.0,Auto,Self-employed,4,Poor,0.4922,239435.0,3.0,Gregville,OH,Tanzania,0.0,0,Medium
38,Female,Bachelor's,Widowed,32685.0,638.0,18065.0,Personal,Self-employed,1,Poor,0.4792,133403.0,0.0,Patelhaven,MI,Tajikistan,2.0,1,Low
30,Non-binary,Master's,Single,85046.0,754.0,45423.0,Home,Employed,6,Fair,0.5231,200582.0,3.0,Hendersonborough,TN,Mayotte,1.0,1,Medium
